,artist_names,track_name,weeks_on_chart
2838,"Żabson, Vladimir Cauchemar",OBOK,64
2839,CNCO,Tan Enamorados,64
2840,KAROL G,200 COPAS,64
2841,"Justinas Jarutis, Jessica Shy",Tu Palauk,64
2842,Riaan Benadé,Vat 'n Bietjie,64
2843,"Queen, David Bowie",Under Pressure - Remastered 2011,64
2844,Папин Олимпос,Динозаврики,64
2845,Jay Fung,Miss Somebody,64
2846,Damso,Ε. Signaler,64
2847,"Saske, Baghdad",GOGO,64
2848,"Dalex, Lenny Tavárez, Anitta, Natti Natasha, Farruko, Justin Quiles",Bellaquita - Remix,64
2849,"Sobel, Piotrek Lewandowski",Fiołkowe Pole,64
2850,BEGE,GECELERİN DERDİ,64
2851,"Sobel, Magiera",Kinol,64
2852,RH,Klovne,64
2853,"Lyanno, Rauw Alejandro, Lenny Tavárez, Maria Becerra",En Tu Cuerpo - Remix,64
2854,Damso,911,64
2855,Kamelen,Creme De La Creme,64
2856,THE TOYS,ลาลาลอย (100%),64
2857,"阿涵, Ayo97",感谢你曾来过,64
2858,"Diogo Piçarra, Bispo",Monarquia,64
2859,Alessia McDermott,منافقين,64
2860,"Bsw, LMEN PRALA, T. Danny",Mokambo Gang,64
2861,"Dilsinho, Henrique & Juliano",Sogra - Ao Vivo,64
2862,Omer Adam,פרצופים,64
2863,Shania Twain,You're Still The One,63
2864,Batuhan Kordel,Anıları Sakla,63
2865,SOOBIN,Tháng Năm,63
2866,Skryptonite,Чистый - OST «Псих»,63
2867,"Wisin, Myke Towers, Los Legendarios",Mi Niña,63
2868,"GLK, Landy, DA Uzi, Hornet La Frappe",93% [Tijuana],63
2869,"Tulsi Kumar, Darshan Raval",Tere Naal,63
2870,Wesome,Málem,63
2871,Kendrick Lamar,DNA.,63
2872,"Beret, Morat",Porfa no te vayas,63
2873,Hagle,Ærbeskær,63
2874,Aron Can,FLÝG UPP,63
2875,"Mc Davi, Mc Pedrinho, Mc Don Juan, DJ 900",Bipolar,63
2876,"Maria Becerra, TINI, Lola Indigo",High (Remix),63
2877,"Eden Hason, Jasmin Moallem",שושנים עצובות (ישראל בידור),63
2878,"Avraham Tal, Benaia Barabi",מי לא יבוא,63
2879,Tzanca Uraganu,Noaptea Golanii,63
2880,Ha Anh Tuan,Tháng Mấy Em Nhớ Anh?,63
2881,Hanna Ferm,För Evigt,63
2882,Keung To,孤獨病,63
2883,Viktor Sheen,Plastic,63
2884,ARIETE,L'ultima notte,63
2885,"Clicherik & Mäx, gameboy tetris",Maakas,63
2886,Mocci,9ortass,63
2887,"Marama, Rombai",Noche Loca,63
2888,KK,Vegbúi,63
2889,Fujii Kaze,きらり,63
2890,Grupo Bryndis,Amor Prohibido,63
2891,Lauana Prado,Viva Voz - Ao Vivo Em São Paulo / 2019,63
2892,"Leto, Ninho",Macaroni (feat. Ninho),63
2893,ElGrandeToto,7elmet Ado 4,63
2894,Rony Fuego,Bem-Disposto,63
2895,Leo Ieiri,未完成,63
2896,"TINI, Maria Becerra",Miénteme,63
2897,Snelle,Kleur,63
2898,Rex Orange County,Pluto Projector,63
2899,BTS,Black Swan,63
2900,"Morat, Aitana",Presiento,63
2901,MEAN,เหมาะสม,63
2902,"Prince Royce, Myke Towers",Carita de Inocente (feat. Myke Towers) - Remix,63
2903,"Reckol, cakal",Perros Blancos,63
2904,Marwan Pablo,Atary,63
2905,"Sapte, Azteca",BOB,63
2906,Al James,Pa-umaga,63
2907,Ahmed Kamel,Meen Fe Dol,63
2908,"PLK, Hamza",Pilote (feat. Hamza),63
2909,sanah,etc. (na disco),63
2910,"Camilo, Evaluna Montaner",Por Primera Vez,63
2911,Al James,Ngayong Gabi,63
2912,Ben Cristovao,Sweet Chilli,63
2913,Tawsen,Babour,63
2914,"Pritam, Arijit Singh, Shashwat Singh",Haan Main Galat,63
2915,Ink Waruntorn,ไม่อยากเหงาแล้ว(Call me) feat. Meyou,63
2916,Rkomi,PARTIRE DA TE,63
2917,buitruonglinh,Dù Cho Mai Về Sau - Acoustic Version,63
2918,PRO8L3M,Skrable,63
2919,Jorge Acosta,Te Voy Amar,63
2920,Jonas Brothers,What A Man Gotta Do,63
2921,"Billkin, PP Krit",รู้งี้เป็นแฟนกันตั้งนานแล้ว (Safe Zone) - From แปลรักฉันด้วยใจเธอ Part 2,63
2922,"Oki, Young Igi, Otsochodzi, OIO, Michał Anioł",Przypadkiem,63
2923,"Naza, Niska",Joli bébé,63
2924,Boza,Ella,63
2925,Jelen,Magdalena - Radio Edit,63
2926,"Omar Kamal, Hassan Shakosh",لغبطيطا,62
2927,"JVG, Märkä-Simo",Häissä (feat. Märkä-Simo),62
2928,"Oki, Young Igi, Otsochodzi, OIO",Worki W Tłum,62
2929,"AP Dhillon, Shinda Kahlon, Gurinder Gill, Gminxr",Insane,62
2930,"J Balvin, Khalid",Otra Noche Sin Ti,62
2931,Balti,Ya Hasra,62
2932,Mahalini,Melawan Restu,62
2933,"Antoon, Big2",Leuk,62
2934,Marília Mendonça,Como Faz Com Ela - Ao Vivo,62
2935,Psycho Rhyme,Rhyme Up,62
2936,Perdenin Ardındakiler,Kalbinde Birileri Var,62
2937,"Lidia, Dessita, Diona",Излъжи ме,62
2938,"Malik Montana, OLEK, DMN",Niedostępny (prod. by Olek) (feat. DMN),62
2939,"Kymppilinja, Mariska",Minä (feat. Mariska),62
2940,Joyce Cheng,First Tear Last Salute,62
2941,"Galena, Medi",Scandal,62
2942,Official HIGE DANdism,Cry Baby,62
2943,Aseel Hameem,Yeshbahak Galbi,62
2944,Adie,Paraluman,62
2945,PlayaPhonk,Phonky Town,62
2946,Hoài Lâm,Hoa Nở Không Màu,62
2947,Polo G,21,62
2948,Jaymes Young,Happiest Year,62
2949,HOMIES,Siren,62
2950,"Txrbo, แพรวา",น้ำลาย,62
2951,RINI,My Favourite Clothes,62
2952,"Atif Aslam, Pritam",Tu Jaane Na,62
2953,"Surf Mesa, Emilee",ily (i love you baby) (feat. Emilee),62
2954,Mares,95,62
2955,"Guilherme & Benuto, Israel & Rodolffo",Declaração pro Bar - Ao Vivo,62
2956,Ak4:20,Rata Tan Tan,62
2957,Madrigal,Ne Zamandır Sendeyim,62
2958,Uyên Linh,Giữa Đại Lộ Đông Tây,62
2959,Surfaces,Sunday Best,62
2960,Lbenj,Ghdara,62
2961,"Grand Corps Malade, Camille Lellouche",Mais je t'aime,62
2962,"VLOSPA, Light",Street Values,62
2963,"Gesaffelstein, The Weeknd",Lost in the Fire (feat. The Weeknd),62
2964,Tjuvjakt,Tandtråd,62
2965,Kaan Boşnak,Barbar,62
2966,ROSÉ,On The Ground,62
2967,Chico da Tina,Resort,62
2968,Ori Ben Ari,לפעמים,62
2969,Ed Sheeran,Supermarket Flowers,62
2970,PNL,Deux frères,62
2971,AKMU,"How can I love the heartbreak, you're the one I love",62
2972,Nil Moliner,Libertad,62
2973,YOASOBI,もう少しだけ,62
2974,Los Elegantes de Jerez,Tú,62
2975,chillwagon,jumper,62
2976,"No.1, Heja",Dünya Gül Bana,62
2977,"Omer Adam, Eden Ben Zaken",קוקוריקו,62
2978,"Omer Adam, Doli & Penn",על מה בנות חושבות בלילה,62
2979,Myke Towers,Explícito,62
2980,Ektor,Daň,62
2981,陳健安,Looking For Love In The Wrong Places,62
2982,OneRepublic,Run,62
2983,Darshan Raval,Ek Tarfa,62
2984,Ardhito Pramono,Sudah - Story of Kale - Original Motion Picture Soundtrack,62
2985,Elmatu,Aku Yang Salah,62
2986,Arif,Alene,62
2987,Lilas ir Innomine,Žmogus Velniškai Bijantis Stebuklo,62
2988,sanah,ten Stan,62
2989,Bad Bunny,Amorfoda,62
2990,Mitski,Washing Machine Heart,62
2991,"Don Omar, Lucenzo",Danza Kuduro,62
2992,Mr.Rain,Fiori di Chernobyl,62
2993,"Os Barões Da Pisadinha, Xand Avião",Basta Você Me Ligar - Ao Vivo,62
2994,Richie Campbell,Do You No Wrong - Single Version,61
2995,Mehdi Mozayine,Malna haka ?,61
2996,aespa,Next Level,61
2997,Ozuna,El Farsante,61
2998,Ektor,Teď tady,61
2999,"Slogan, MG",IG,61
3000,"Achille Lauro, Gow Tribe, Frenetik&Orang3","Bam Bam Twist (feat. Gow Tribe, Frenetik&Orang3)",61
3001,Julinho Ksd,Stunka,61
3002,"Kris Winther, LamboLaz, SuperJonny, Lil Holmie, Rapposaurus Rex",Barock 2021 (Nesbrurussen),61
3003,"Mad Clip, Eleni Foureira, Skive",Mporei,61
3004,"Malkata, Alexander Robov",Anomaliya,61
3005,King Gnu,Doron,61
3006,DEAN,instagram,61
3007,"Jr Crown, Kath, Cyclone, Young Weezy",Malayo Ka Man,61
3008,"Dessita, Lidia, Tedi Aleksandrova",GPS-A feat. Tedi Aleksandrova,61
3009,"SNIK, Mad Clip",Drip,61
3010,Omar Naghmet Wattar,Allah Ala The Allil,61
3011,Jada,Nudes,61
3012,"Justin Quiles, Chimbala, Zion & Lennox",Loco,61
3013,Olivia Rodrigo,good 4 u,61
3014,"Ovy On The Drums, Beéle",Inolvidable,61
3015,Ruby,Hetta Tanya,61
3016,"Rkomi, Irama, Shablo",LUNA PIENA (con IRAMA),61
3017,"Hatik, Jok'air",La meilleure,61
3018,Niko Walters,Not My Neighbour,61
3019,"TOQUEL, ObieDaz",Kokaina,61
3020,"Rkomi, Sfera Ebbasta, Junior K",NUOVO RANGE (con SFERA EBBASTA),61
3021,"Camilo, El Alfa",BEBÉ,61
3022,"Static & Ben El, Nasrin Kadri",חביב אלבי,61
3023,Mahmood,Soldi,61
3024,Taio Cruz,Dynamite,61
3025,"pyrokinesis, MUKKA",Днями-ночами,61
3026,ooes,ночь,61
3027,sangiovanni,malibu,61
3028,Imagine Dragons,Follow You,61
3029,Idan Rafael Haviv,נשמה שלי,61
3030,IU,BBIBBI,61
3031,"Jay Wheeler, Myke Towers, Rauw Alejandro, DJ Nelson, Jhay Cortez, Lunay, Kendo Kaponi","La Curiosidad (feat. Dj Nelson, Jhay Cortez, Lunay & Kendo Kaponi) - Blue Grand Prix Remix",61
3032,"KASIMIR1441, badmómzjay, WILDBWOYS",Ohne Dich,61
3033,Luke Combs,Forever After All,61
3034,"Artigeardit, KESI","Er Her (Artigeardit, KESI)",61
3035,"Kizo, Wac Toja, BeMelo",Nasze lato,61
3036,"Playboi Carti, Lil Uzi Vert",Shoota (feat. Lil Uzi Vert),61
3037,Dear Jane,Inno Per Gli Sconfitti,61
3038,Los Chiches Vallenatos,Tierra Mala,61
3039,Alexander Rybak,Fairytale,61
3040,Calibre 50,A La Antigüita,61
3041,Smilers,Tee mis sa tahad,61
3042,THE ROOP,On Fire,61
3043,Picture This,Addicted To You,61
3044,"Wiz Khalifa, Empire of the Sun",The Thrill,61
3045,"F.HERO, Bright Vachirawit",Sad Movie,61
3046,Gazo,HAINE&SEX,61
3047,"Fy, Mad Clip, Thug Slime",Prince,61
3048,Sena Şener,Teni Tenime,61
3049,Victor Sotberg,BlimE! - Ser Deg,61
3050,"Rack, Oge",Thelei Tattoo,61
3051,Leslie Cheung,追,61
3052,"Rack, Oge",Kathikon,61
3053,Sfera Ebbasta,Bottiglie Privè,61
3054,"Rvfv, Omar Montes, Daviles de Novelda",Prendio (Remix),61
3055,Lege-Cy,ع الصامت,61
3056,Rybičky 48,"Slibuju, že nebudu pít",61
3057,Antoon,Hyperventilatie,61
3058,"Light, Hawk",City Don't Love Me,61
3059,Marcara,Bacardi,61
3060,"Foreign Teck, Justin Quiles, Jay Wheeler, Bryant Myers, Eladio Carrion, Tory Lanez",Conexión,61
3061,"Rack, LILA, Beyond",Prestige,61
3062,"DJ Stephan, Ypo, Sophia",Eros,60
3063,BRÍET,Djúp sár gróa hægt,60
3064,The Kid LAROI,SO DONE,60
3065,Olivia Rodrigo,traitor,60
3066,Anuv Jain,Baarishein,60
3067,Hikaru Utada,First Love,60
3068,Matheus & Kauan,Litrão - Ao Vivo Em Recife / 2020,60
3069,Måneskin,I WANNA BE YOUR SLAVE,60
3070,"LUM!X, D.T.E, Gabry Ponte, MOKABY",The Passenger (LaLaLa) [feat. MOKABY],60
3071,Carnival Youth,Dzeguzes balss,60
3072,5MIINUST,gloria,60
3073,"Alok, Ilkay Sencan, Tove Lo",Don't Say Goodbye (feat. Tove Lo),60
3074,"Jossef, Jamby El Favo, Eix",Persia - Remix,60
3075,Afroto,Msh Bel 7ozoz - مش بالحظوظ,60
3076,PNL,Naha,60
3077,grandson,Blood // Water,60
3078,Jorge & Mateus,Ranking,60
3079,Agam Buhbut,יהלום - Prod. By Triangle,60
3080,Idan Raichel,לפני שייגמר,60
3081,KAROL G,EL BARCO,60
3082,"Tedi Aleksandrova, Ilian",Avtomata,60
3083,"AP Dhillon, Intense",Toxic,60
3084,T-Rex,Tinoni,60
3085,BTS,Butter,60
3086,"Da LAB, Miu Lê",Gác Lại Âu Lo (feat. Miu Lê),60
3087,Propanity,Lean,60
3088,Sơn Tùng M-TP,Muộn Rồi Mà Sao Còn,60
3089,Ozuna,Caramelo,60
3090,"Wesley Safadão, Os Barões Da Pisadinha","Ele É Ele, Eu Sou Eu",60
3091,Måneskin,Beggin',60
3092,"sorane, kojikoji",Hug,60
3093,"Santa Fe Klan, Neto Peña, Yoss Bones",Debo Entender,60
3094,CJ,Whoopty,60
3095,"Fred again.., The Blessed Madonna",Marea (we’ve lost dancing),60
3096,"Marshmello, Jonas Brothers",Leave Before You Love Me (with Jonas Brothers),60
3097,Arttu Wiskari,Mökkitie,60
3098,"Nathan Goshen, Eden Ben Zaken",חיים מאושרים,60
3099,SIN,Rueang Ching,60
3100,Stevan Pasaribu,Belum Siap Kehilangan,60
3101,Dowba Montana,Tiguere,60
3102,"Ryan Castro, Blessd",Lejanía,60
3103,"Shabjdeed, Al Nather",Amrikkka,60
3104,"Joel Corry, RAYE, David Guetta",BED,60
3105,Israel & Rodolffo,Batom de Cereja - Ao Vivo,60
3106,Cem Karaca,Bu Son Olsun,60
3107,Olivia Rodrigo,happier,60
3108,"LA Vision, Gigi D'Agostino",Hollywood,60
3109,"Cem Adrian, Mark Eliyahu",Kül,60
3110,вышел покурить,кладбище,60
3111,Hebe Tien,無人知曉,60
3112,Piso 21,Tan Bonita,60
3113,"Arijit Singh, Harshdeep Kaur",Zaalima,60
3114,Viktor Sheen,Alucard,60
3115,"El Alfa, Chael Produciendo, CJ, El Cherry Scom",La Mamá de la Mamá,60
3116,Papito MIERDA,Koppen,60
3117,"Papu DJ, L-Gante",L-Gante: RKT SESSIONS #1,60
3118,"Mc Poze do Rodo, Neo Beats, Mainstreet",Vida Louca,60
3119,"Davina Michelle, Snelle",17 Miljoen Mensen - Live @538 in Ahoy,60
3120,"Guè, Rose Villain, Luchè",Chico (feat. Rose Villain & Luchè),60
3121,Melendi,Caminando por la vida,60
3122,"Oki, Young Igi, Otsochodzi, OIO, Kubi Producent",Amerykańskie Teledyski,60
3123,Rauw Alejandro,Todo De Ti,60
3124,ElGrandeToto,Halla halla,60
3125,KKevin,Ördög,60
3126,"Boomdabash, Alessandra Amoroso",Karaoke,60
3127,Lauri Tähkä,Blaablaa (En kuule sanaakaan) [Vain elämää kausi 10],60
3128,"Justinas Jarutis, Jessica Shy",Alright,60
3129,KEiiNO,Spirit in the Sky,60
3130,"Trannos, Stanley",COCO,60
3131,H 3 F,How Can I,60
3132,Ted Gärdestad,"Sol, vind och vatten",60
3133,"Lil Tjay, 6LACK",Calling My Phone,60
3134,Hatikva 6,לחזור הביתה,60
3135,back number,怪盗,60
3136,Jamie Miller,Here's Your Perfect,60
3137,"Kizo, Wac Toja",Lucky Punch,60
3138,"Murilo Huff, Henrique & Juliano",Desejando Eu (Ao Vivo),60
3139,Jerry Di,Mi Cuarto,59
3140,"Staysman & Lazz, Staysman, Ringnes-Ronny",FREDAG,59
3141,ElGrandeToto,Bent Nass,59
3142,"Tagne, Draganov",KIKI,59
3143,Manuş Baba,Dönersen Islık Çal,59
3144,"J Balvin, Maria Becerra",Qué Más Pues?,59
3145,FYRE,Всекиму своето,59
3146,"MORGENSHTERN, Eldzhey",Cadillac,59
3147,Mỹ Tâm,Đúng Cũng Thành Sai,59
3148,"J Balvin, Dua Lipa, Bad Bunny, Tainy",UN DIA (ONE DAY) (Feat. Tainy),59
3149,"Friðrik Dór, Jón Jónsson","Á sama tíma, á sama stað",59
3150,NOBITA,Ikaw Lang,59
3151,"Dopebwoy, 3robi, SRNO",Marbella,59
3152,"Marília Mendonça, Maiara & Maraisa",Bebaça - Ao Vivo,59
3153,Gen Hoshino,Koi,59
3154,El Madfaagya,Millionaire - Music from 100 Wesh TV Series,59
3155,Chillies,Cảm Ơn Và Xin Lỗi,59
3156,Pinguini Tattici Nucleari,Pastello Bianco,59
3157,"Wegz, L5VAV",خد و هات,59
3158,SIX60,Fade Away,59
3159,Dave,Professor X,59
3160,"Mithoon, Vishal Mishra, Asees Kaur",Jaan Ban Gaye,59
3161,"Anelia, DENIS TEOFIKOV",Million,59
3162,"VALMAR, Manuel",Éget a nap,59
3163,"Sigma, Mente Fuerte",Amnesia,59
3164,"Gabry Ponte, LUM!X, Prezioso",Thunder,59
3165,"JVG, Raappana",Kran Turismo (feat. Raappana),59
3166,MUKKA,ДЕВОЧКА С КАРЕ,59
3167,Hers,ยังคงคอย,59
3168,"Grupo Firme, Lenin Ramírez",En Tu Perra Vida,59
3169,Dani Fernández,Bailemos,59
3170,"Doli & Penn, Beit Habubot, Rotem Cohen",תרוצי אליו,59
3171,Nguyen Ha,"Sau Nay, Hay Gap Lai Nhau Khi Hoa No",59
3172,JONY,Love Your Voice,59
3173,"Jimilian, Fouli",Dejlig,59
3174,Simone & Simaria,Foi Pá Pum,59
3175,ibe,molemmat,59
3176,許光漢,別再想見我,59
3177,"Murilo Huff, Jorge",Uma Ex (Ao Vivo),59
3178,"HOMIES, Uneducated Kid, Paul Blanco","Siren Remix (Feat. UNEDUCATED KID, Paul Blanco)",59
3179,Fy,Ring,59
3180,Dua Lipa,Love Again,59
3181,Aimyon,Till I Know What Love Is (I'm Never Gonna Die),59
3182,"Rocco Hunt, Ana Mena",A Un Passo Dalla Luna,59
3183,Solo Ansamblis,Neturėjom Dainos,59
3184,Ahmed Moza,اندال اندال,59
3185,"Vitor e Luan, Henrique & Juliano",Localiza Aí BB,59
3186,REDZED,Rave in the Grave,59
3187,"Bausa, Apache 207",Madonna,59
3188,Evgeny Grinko,Valse,59
3189,"Nane, NOSFE",FATO,59
3190,YOASOBI,優しい彗星,59
3191,"Gotye, Kimbra",Somebody That I Used To Know,59
3192,Jonas Esticado,Investe Em Mim,59
3193,Yalın,Küçücüğüm,59
3194,Draganov,Tt Va Bien,59
3195,Virgul,Rainha,59
3196,Mashael,Sawb Al Riyadh,59
3197,"Tinlicker, Helsloot",Because You Move Me,59
3198,"Bizarrap, Nicki Nicole","Nicki Nicole: Bzrp Music Sessions, Vol. 13",59
3199,"Pop Smoke, Lil Tjay",Mood Swings (feat. Lil Tjay),59
3200,PNL,A l'ammoniaque,59
3201,Ketsumeishi,友よ 〜 この先もずっと・・・,59
3202,"Azahriah, DESH",Mind1,59
3203,GUNGUN,วาฬเกยตื้น,59
3204,"Kizo, Trill Pem",Fitness,58
3205,Jolin Tsai,Hubby,58
3206,Josman,J'aime Bien!,58
3207,Andmesh,Kumau Dia,58
3208,João Gomes,Meu Pedaço de Pecado,58
3209,"Naps, SCH",La danse des bandits,58
3210,QV Trap,Panama Ibiza,58
3211,Klash,AL ADEEB FE FAN ATTA'DEEB,58
3212,Kali Uchis,telepatía,58
3213,Mares,Cyklar ni så springer jag,58
3214,Kahitna,Soulmate,58
3215,"MC Zaquin, MC Rick",Não Nasceu pra Namorar,58
3216,"187 Strassenbande, Bonez MC, Frauenarzt",Extasy,58
3217,BTS,Film out,58
3218,Kargo,Yıldızların Altında,58
3219,"Soso Maness, PLK",Petrouchka (feat. PLK),58
3220,Scouting For Girls,She's So Lovely,58
3221,MC 張天賦,Overruled,58
3222,"Bryant Myers, Bad Bunny",Triste,58
3223,"Junior H, Natanael Cano",Disfruto Lo Malo,58
3224,"Maluma, Beéle, Rauw Alejandro, Mambo Kingz, DJ Luian, Darell",Aloha,58
3225,"Alkilados, Bonny Lovy",Ella Me Persigue,58
3226,Danny Yash,Un Ghetto,58
3227,"Rack, Saske",NASA,58
3228,Sezairi,It's You,58
3229,Платина,Бандана,58
3230,"Białas, White 2115",Święto ogródka,58
3231,Victor Leksell,Bedövning,58
3232,Three Man Down,ทีมรอเธอ,58
3233,Itay Levi,הטעות הכי יפה,58
3234,"Migrantes, Oscu, Rombai, Agapornis, Alico, Nico Valdi",Si Me Tomo una Cerveza - Remix,58
3235,BLANCO,Ladro Di Fiori,58
3236,Tayc,Le temps,58
3237,Madison Beer,Reckless,58
3238,Bad Bunny,YO VISTO ASÍ,58
3239,Hungria Hip Hop,Amor e Fé - Acústico,58
3240,"Pole., Pilar Moxó",Quédate conmigo,58
3241,Bad Bunny,Yonaguni,58
3242,Vance Joy,Missing Piece,58
3243,Three Man Down,คุยคนเดียวเก่ง,58
3244,Earth,Napořád,58
3245,"Marília Mendonça, Maiara & Maraisa",Quero Você do Jeito Que Quiser,58
3246,"Nerieš, DMS",Čo Bude,58
3247,"Rashid, Lukinhas, Emicida",Pipa Voada (feat. Emicida),58
3248,"Pailita, Marcianeke",Dimelo Ma,58
3249,Olli Halonen,Pohjola,58
3250,Adham Nabulsi,Han AlAn,58
3251,THE TOYS,พูดไม่ออก,58
3252,Ronald Cheng,My Only One,58
3253,HVME,Goosebumps,58
3254,"Mc Poze do Rodo, Bielzin, Mainstreet, MC Cabelinho, PL Quest, Neo Beats",A Cara do Crime (Nós Incomoda),58
3255,Naim Daniel,Purnama,58
3256,HIRAIDAI,Buddy,58
3257,Gasellit,Kuvittele meidät siellä,58
3258,"Atif Aslam, Alisha Chinai, Pritam",Tera Hone Laga Hoon,58
3259,"VillaBanks, Linch, Reizon, Capo Plaza",Pasticche (feat. Capo Plaza),58
3260,"Light, Mad Clip",Shorty,58
3261,"Doli & Penn, Anna Zak, Nasrin Kadri",בוקר טוב עולם,58
3262,FOURTY,WEISSER RAUCH,58
3263,Full Trunk,עוד יום,58
3264,"Taco Hemingway, Lanek",Polskie Tango,58
3265,Clara,Girl Like You,58
3266,Preslava,Beden v sartseto,58
3267,"Galantis, David Guetta, Little Mix",Heartbreak Anthem (with David Guetta & Little Mix),58
3268,Prāta Vētra,Plaukstas lieluma pavasaris,58
3269,Bobby Pulido,Desvelado,58
3270,"Tamta, Mente Fuerte",Den Eisai Edo,58
3271,2Kvėpavimas,Paranoja,58
3272,Don Toliver,After Party,58
3273,Aseel Hameem,الظروف,58
3274,Ryan Castro,Jordan,58
3275,"Ellinoora, Juha Tapio",Hiljaisii heeroksii,57
3276,"Bizarrap, Eladio Carrion","Eladio Carrion: Bzrp Music Sessions, Vol. 40",57
3277,Axel Kala,Moni meist,57
3278,Mergui,סגול בהיר,57
3279,Maluma,ADMV,57
3280,Newkid,Kanske var vi rätt bra ändå,57
3281,VIIVI,Lääke,57
3282,"D-Block Europe, RAYE",Ferrari Horses,57
3283,Abdullah Al Farwan,بسمة حزين,57
3284,"Lola Indigo, Rauw Alejandro, Lalo Ebratt",4 besos,57
3285,Guilherme & Benuto,Pulei na Piscina - Ao Vivo,57
3286,Justinas Jarutis,Rami,57
3287,VLOSPA,Mektoub,57
3288,"BANDIDO, Duki, Rei, Tiago PZK","No Me Conocen (Remix) [con DUKI, Rei & Tiago PZK]",57
3289,Lee Mujin,Traffic light,57
3290,"Yasser Desai, Neha Kakkar, Rajat Nagpal","Dil Ko Karaar Aaya (From ""Sukoon"")",57
3291,Victor Leksell,Ha dig igen,57
3292,Violette Wautier,I’d Do It Again,57
3293,Gusttavo Lima,Ficha Limpa - Ao Vivo,57
3294,Veronica Maggio,Jag kommer,57
3295,Manuş Baba,Bu Havada Gidilmez,57
3296,Lee Brice,One Of Them Girls,57
3297,Miyagi & Andy Panda,Там ревели горы,57
3298,"Wallows, Clairo",Are You Bored Yet? (feat. Clairo),57
3299,Luíza & Maurílio,Pode Sumir,57
3300,FINNEAS,Let's Fall in Love for the Night,57
3301,Full Trunk,"עוד יום - שיר הנושא מהסדרה תאג""ד",57
3302,Vaidas Baumila,Kunigunda,57
3303,Maninho,Pode Tentar,57
3304,"Kris Kross Amsterdam, Tino Martin, Emma Heesters",Loop Niet Weg,57
3305,"TopGunn, Branco",SPORT,57
3306,"Portion Boys, Matti ja Teppo",Vauhti kiihtyy (feat. Matti ja Teppo),57
3307,STAYC,ASAP,57
3308,J Balvin,Amarillo,57
3309,sanah,No sory,57
3310,Bad Bunny,BYE ME FUI,57
3311,Drake,God's Plan,57
3312,Ваня Дмитриенко,Венера-Юпитер,57
3313,"JC Reyes, Camin",34 Amor y Mafia,57
3314,Outkast,Hey Ya!,57
3315,Dermot Kennedy,Days Like This,57
3316,Mons,Cartable,57
3317,Dalia,Ketha Momken,57
3318,Doja Cat,Need to Know,57
3319,İkiye On Kala,Kafamda Kentsel Dönüşümler,57
3320,DTF,Me Gusta,57
3321,LIZER,Пачка сигарет,57
3322,Josh.,Expresso & Tschianti,57
3323,BESS,Tempo,57
3324,Benjamin Ingrosso,Allt det vackra,57
3325,HENSY,Поболело и прошло,57
3326,Janice Vidal,It’s OK To Be Sad,57
3327,"El Alfa, Darell, Noriel",4K,57
3328,Doja Cat,Boss Bitch,57
3329,Smallx,Nishan,57
3330,Zoé,Labios Rotos - En Vivo,57
3331,"andrei, Killa Fonic, Nane, bbno$, Azteca",Go Gettas,57
3332,غريب ال مخلص,البعد موتي,57
3333,Harry Styles,Golden,57
3334,Hikaru Utada,One Last Kiss,57
3335,DVRST,Close Eyes,57
3336,Luis Miguel,La Media Vuelta,56
3337,"Regard, RAYE",Secrets,56
3338,"Arsy Widianto, Tiara Andini",Bahaya,56
3339,"Bossikan, FLY LO, RICTA",Full Press,56
3340,"Kryštof, Sima Martausová",Hvězdáři,56
3341,"Kore, Ninho",Mon poto - Extrait de la BO de « En Passant Pécho »,56
3342,"Koba LaD, Gazo",Daddy chocolat,56
3343,"Robin Zoot, Koky, Yzomandias",Česká Floriida,56
3344,"Selena Gomez, Rauw Alejandro",Baila Conmigo (with Rauw Alejandro),56
3345,"Bossikan, RICTA, Chico Beatz",Demon,56
3346,"Sachin-Jigar, Rashmeet Kaur, Shamur, IP Singh","Nadiyon Paar (Let the Music Play Again) (From ""Roohi"")",56
3347,"Anna Puu, Olavi Uusivirta",2020,56
3348,Seiler und Speer,Hödn,56
3349,Rauw Alejandro,Tattoo,56
3350,"Blessd, Maluma",IMPOSIBLE - REMIX,56
3351,Sefo,toz duman,56
3352,"Booba, JSX",Mona Lisa,56
3353,Blue Shade,อยากเจอ - Reason of Loneliness,56
3354,Kizo,Disney,56
3355,"MYA, TINI, Duki",2:50 Remix,56
3356,Omer Adam,פסקול חיי,56
3357,"Malkata, DENIS TEOFIKOV",Poludyavash,56
3358,The Minds Of 99,Emil,56
3359,Chris Holsten,Bare når det regner,56
3360,"No Limit, Orelsan, Ninho",Millions,56
3361,kizaru,Money long,56
3362,Ultimo,Tutto questo sei tu,56
3363,Chinaski,Láska a data,56
3364,"Guru Randhawa, Nikhita Gandhi, Tanishk Bagchi, Nora Fatehi",Naach Meri Rani,56
